,Symbol,Timestamp,Open,High,Low,Close,Volume,weekday
122,BTC,2020-05-02,40382.86,41318.11,39568.61,40238.75,8081041.0,5
123,BTC,2020-05-03,39925.6,41122.16,38194.17,39293.75,414954.0,6
124,BTC,2020-05-04,39595.18,40781.29,39268.2,40171.46,2206950.0,0
125,BTC,2020-05-05,40407.18,40909.72,39015.06,40731.6,1088515.0,1
126,BTC,2020-05-06,40088.27,41604.44,38605.91,40958.89,2211125.0,2
127,BTC,2020-05-07,41793.71,41826.51,39637.69,40472.95,3345014.0,3
128,BTC,2020-05-08,41106.88,44111.8,40210.92,43727.29,2161325.0,4
129,BTC,2020-05-09,43737.11,45563.96,42981.7,45139.11,786733.0,5
130,BTC,2020-05-10,45813.51,47768.37,44584.42,47216.87,562550.0,6
131,BTC,2020-05-11,47478.64,48642.78,45859.44,48040.01,3174132.0,0
132,BTC,2020-05-12,47938.68,48461.02,44468.08,47209.79,990641.0,1
133,BTC,2020-05-13,47221.83,48915.29,46013.06,47699.27,1464625.0,2
134,BTC,2020-05-14,47854.97,48742.51,46450.88,47685.39,2242382.0,3
135,BTC,2020-05-15,47586.46,48866.76,47106.46,48828.58,648391.0,4
136,BTC,2020-05-16,48282.23,48314.09,45472.37,47479.43,6709824.0,5
137,BTC,2020-05-17,47868.67,47868.67,44951.17,45154.68,711344.0,6
138,BTC,2020-05-18,44290.01,46528.48,44290.01,46205.69,3078612.0,0
139,BTC,2020-05-19,45500.7,46911.28,44700.56,45550.96,511533.0,1
140,BTC,2020-05-20,45292.86,46739.53,43714.21,43996.82,1898462.0,2
141,BTC,2020-05-21,44651.76,44756.57,43109.41,43846.56,1761780.0,3
142,BTC,2020-05-22,43692.29,45900.91,43090.41,44137.63,1218595.0,4
143,BTC,2020-05-23,45018.08,45018.08,42808.07,43633.08,1129750.0,5
144,BTC,2020-05-24,43466.63,45608.57,42535.9,43635.17,9474478.0,6
145,BTC,2020-05-25,44377.45,46329.21,41273.08,44541.62,1274011.0,0
146,BTC,2020-05-26,44490.17,46074.85,42782.14,44307.59,2439952.0,1
147,BTC,2020-05-27,44059.09,46232.29,42097.31,44523.35,3245847.0,2
148,BTC,2020-05-28,44880.49,48786.06,44431.65,46215.23,988163.0,3
149,BTC,2020-05-29,46708.15,46708.15,41831.17,44176.3,1991277.0,4
150,BTC,2020-05-30,44416.73,44416.73,41174.39,42912.89,3001980.0,5
151,BTC,2020-05-31,42505.45,45249.48,42089.36,43017.02,4968693.0,6
152,BTC,2020-06-01,44155.63,44155.63,39487.99,40558.94,3533345.0,0
153,BTC,2020-06-02,40328.59,40889.34,38944.7,39740.99,2703455.0,1
154,BTC,2020-06-03,39570.34,40642.74,38414.38,40008.67,1833495.0,2
155,BTC,2020-06-04,40406.96,42503.31,39453.12,42049.59,793263.0,3
156,BTC,2020-06-05,43682.85,43682.85,39795.35,42106.81,1043610.0,4
157,BTC,2020-06-06,43140.39,44254.39,39605.31,42698.29,1993773.0,5
158,BTC,2020-06-07,42066.63,44804.55,41280.11,42679.7,1969176.0,6
159,BTC,2020-06-08,42365.83,43092.04,42104.31,42825.1,1543379.0,0
160,BTC,2020-06-09,42542.58,45300.22,40876.26,42861.06,2617003.0,1
161,BTC,2020-06-10,43047.47,43047.47,40364.88,42232.33,564188.0,2
162,BTC,2020-06-11,42268.82,43508.46,39709.94,42171.58,178528.0,3
163,BTC,2020-06-12,41742.28,42332.01,39112.82,41170.37,2550571.0,4
164,BTC,2020-06-13,41294.21,43271.69,41074.78,42956.16,1589484.0,5
165,BTC,2020-06-14,43044.99,43448.1,41439.59,43082.45,621958.0,6
166,BTC,2020-06-15,43603.7,44468.98,43326.67,43974.39,3853027.0,0
167,BTC,2020-06-16,43006.92,47207.09,43006.92,45768.35,1376047.0,1
168,BTC,2020-06-17,45704.58,46471.1,44513.49,45843.65,1378275.0,2
169,BTC,2020-06-18,45837.47,47722.87,44750.36,47553.9,6223012.0,3
170,BTC,2020-06-19,48169.02,49202.73,44826.32,47961.76,2214441.0,4
171,BTC,2020-06-20,47351.76,48143.56,44314.56,45111.57,864949.0,5
172,BTC,2020-06-21,44219.59,45902.15,42625.15,43401.64,594631.0,6
173,BTC,2020-06-22,43894.08,44398.32,41059.22,42866.73,1011968.0,0
174,BTC,2020-06-23,42930.69,43308.66,41422.69,41616.32,427103.0,1
175,BTC,2020-06-24,41332.0,43769.21,40379.62,42630.68,813614.0,2
176,BTC,2020-06-25,42420.18,44066.77,40971.18,42059.71,2732327.0,3
177,BTC,2020-06-26,41929.66,42565.57,40586.53,42230.96,3998864.0,4
178,BTC,2020-06-27,41535.86,43548.7,41535.86,42590.63,1049828.0,5
179,BTC,2020-06-28,43206.3,44473.82,41211.98,42760.61,2277215.0,6
180,BTC,2020-06-29,43568.64,43568.64,41167.54,42285.19,502091.0,0
181,BTC,2020-06-30,41750.94,41750.94,39556.49,40621.16,476532.0,1
182,BTC,2020-07-01,40543.86,42112.42,39287.81,40505.36,1687925.0,2
183,BTC,2020-07-02,39658.01,39658.01,37947.71,38030.07,391689.0,3
184,BTC,2020-07-03,37482.57,39658.3,36664.97,38410.34,2254597.0,4
185,BTC,2020-07-04,37477.14,39961.33,37260.78,39752.44,1721652.0,5
186,BTC,2020-07-05,38917.58,41347.16,38917.58,39320.19,621808.0,6
187,BTC,2020-07-06,39668.34,39919.61,37555.21,38129.65,1388196.0,0
188,BTC,2020-07-07,37707.21,41149.03,35761.9,38496.42,2684641.0,1
189,BTC,2020-07-08,37883.7,39514.9,37395.24,38491.58,3999351.0,2
190,BTC,2020-07-09,38517.39,40036.63,36306.82,37915.23,512360.0,3
191,BTC,2020-07-10,37266.87,39756.42,36771.77,38083.7,713530.0,4
192,BTC,2020-07-11,38520.35,40923.07,37945.68,40504.8,1511678.0,5
193,BTC,2020-07-12,39968.19,42098.74,37716.89,39805.25,999776.0,6
194,BTC,2020-07-13,39114.05,40964.89,39114.05,40662.42,704655.0,0
195,BTC,2020-07-14,39779.33,42565.7,38474.08,40166.42,1070622.0,1
196,BTC,2020-07-15,39458.52,40878.75,39024.54,39712.98,1319704.0,2
197,BTC,2020-07-16,39528.76,39612.54,37372.72,38283.96,1228875.0,3
198,BTC,2020-07-17,37868.9,39048.81,36764.74,38295.83,3876229.0,4
199,BTC,2020-07-18,38134.93,39648.04,38134.93,38330.83,1194358.0,5
200,BTC,2020-07-19,37981.38,39513.79,36993.79,38550.76,802646.0,6
201,BTC,2020-07-20,38682.53,41035.05,38021.4,39136.24,1003408.0,0
202,BTC,2020-07-21,39153.51,40335.64,38795.57,39538.32,829675.0,1
203,BTC,2020-07-22,40000.31,40000.31,38780.54,39541.87,1204880.0,2
204,BTC,2020-07-23,39361.25,39361.25,37475.54,39093.77,3802617.0,3
205,BTC,2020-07-24,38780.59,40570.34,38780.59,39485.56,2348757.0,4
206,BTC,2020-07-25,39793.07,40881.88,38506.62,39151.04,1650536.0,5
207,BTC,2020-07-26,38982.6,41403.08,38513.26,41369.89,1779680.0,6
208,BTC,2020-07-27,41501.15,42863.44,40226.87,41927.38,2137068.0,0
209,BTC,2020-07-28,41600.5,42448.57,40558.51,41229.13,4760912.0,1
210,BTC,2020-07-29,41486.39,44276.92,41044.8,42208.03,1316688.0,2
211,BTC,2020-07-30,41523.6,44735.31,41523.6,43871.05,592142.0,3
212,BTC,2020-07-31,44100.39,44613.41,43052.73,43876.13,1570508.0,4
213,BTC,2020-08-01,43798.51,47263.76,42738.69,45122.66,385520.0,5
214,BTC,2020-08-02,43385.0,46601.48,43385.0,45559.55,3516549.0,6
215,BTC,2020-08-03,44627.64,45316.76,42441.18,43421.88,5030545.0,0
216,BTC,2020-08-04,43675.77,45229.58,41731.99,42979.18,1456968.0,1
217,BTC,2020-08-05,43249.28,43249.28,41024.64,42699.48,512915.0,2
218,BTC,2020-08-06,41439.79,43824.72,40904.21,41841.7,3650996.0,3
219,BTC,2020-08-07,42206.46,42369.62,39258.25,40859.51,2870093.0,4
220,BTC,2020-08-08,41692.51,41692.51,39403.98,39822.47,748368.0,5
221,BTC,2020-08-09,39898.59,39898.59,38309.63,38616.58,7301083.0,6
222,BTC,2020-08-10,38768.63,39614.71,38025.44,38400.8,1865653.0,0
223,BTC,2020-08-11,37988.08,41056.49,37922.26,40237.26,4895809.0,1
224,BTC,2020-08-12,39816.53,42521.9,39816.53,42069.35,603397.0,2
225,BTC,2020-08-13,42010.53,42464.82,40731.62,41355.36,918677.0,3
226,BTC,2020-08-14,41005.71,42046.11,40078.96,40469.07,1589848.0,4
227,BTC,2020-08-15,39715.25,41452.39,39356.27,40939.91,1133287.0,5
228,BTC,2020-08-16,40510.28,43969.65,40510.28,43123.02,5878192.0,6
229,BTC,2020-08-17,43323.98,43864.91,42413.27,43432.75,5489136.0,0
230,BTC,2020-08-18,43200.49,46498.12,41437.74,44334.33,768819.0,1
231,BTC,2020-08-19,44224.23,45355.53,43275.64,44790.88,3554102.0,2
232,BTC,2020-08-20,45485.0,48051.75,45028.73,47009.5,1558822.0,3
233,BTC,2020-08-21,47331.06,47360.26,44982.14,46553.93,921514.0,4
234,BTC,2020-08-22,47434.26,49619.1,45960.55,48278.87,344196.0,5
235,BTC,2020-08-23,47342.65,48716.55,44985.51,45482.53,1637399.0,6
236,BTC,2020-08-24,45345.75,49792.7,43729.88,46293.5,605147.0,0
237,BTC,2020-08-25,46402.95,46492.81,43325.86,43811.67,15986770.0,1
238,BTC,2020-08-26,44054.07,44587.89,42149.39,43636.62,593845.0,2
239,BTC,2020-08-27,43979.05,47080.91,43979.05,45286.11,629692.0,3
240,BTC,2020-08-28,44765.33,46137.79,44510.14,46128.2,2306247.0,4
241,BTC,2020-08-29,46872.11,47316.07,43705.98,47109.68,1925130.0,5
242,BTC,2020-08-30,46394.2,47790.56,44804.16,46175.26,1108432.0,6
243,BTC,2020-08-31,46804.83,49211.9,46180.45,48913.12,507163.0,0
244,BTC,2020-09-01,47805.55,51384.45,47805.55,49641.07,422253.0,1
245,BTC,2020-09-02,48611.17,51586.3,46580.63,47430.4,858318.0,2
246,BTC,2020-09-03,47713.95,49057.26,45535.82,45976.57,1117849.0,3
247,BTC,2020-09-04,46021.69,47772.39,45607.59,46171.58,339945.0,4
248,BTC,2020-09-05,46158.55,48650.73,45652.86,48357.79,1946513.0,5
249,BTC,2020-09-06,47436.08,51182.41,47436.08,49930.33,1158491.0,6
250,BTC,2020-09-07,49896.24,51435.15,48817.3,50099.13,1718531.0,0
251,BTC,2020-09-08,50325.53,52534.25,49486.01,51724.35,551448.0,1
252,BTC,2020-09-09,52342.56,54353.63,49318.73,52331.6,2047962.0,2
253,BTC,2020-09-10,52363.78,55067.54,52349.09,52982.99,371151.0,3
254,BTC,2020-09-11,52438.41,55603.31,52058.12,55375.64,483646.0,4
255,BTC,2020-09-12,54074.46,56797.25,53177.92,54800.87,992596.0,5
256,BTC,2020-09-13,55236.37,56358.53,53421.29,55264.97,593425.0,6
257,BTC,2020-09-14,54580.89,57580.22,54056.96,55796.31,1174138.0,0
258,BTC,2020-09-15,55447.52,57946.51,54850.89,55766.48,2061928.0,1
259,BTC,2020-09-16,56745.27,56943.31,52528.88,55702.25,4629802.0,2
260,BTC,2020-09-17,55121.19,57154.11,55121.19,56503.82,1721669.0,3
261,BTC,2020-09-18,54833.85,58672.85,54833.85,58107.58,262859.0,4
262,BTC,2020-09-19,58260.06,59620.3,56485.13,59567.7,1258208.0,5
263,BTC,2020-09-20,59041.56,59041.56,55523.36,56624.71,3636168.0,6
264,BTC,2020-09-21,57838.96,58276.86,54281.45,54502.93,4376500.0,0
265,BTC,2020-09-22,53897.03,55540.09,53066.52,54116.78,749393.0,1
266,BTC,2020-09-23,53071.62,56702.33,53071.62,55844.91,2705037.0,2
267,BTC,2020-09-24,56853.48,56853.48,53625.71,54373.06,633106.0,3
268,BTC,2020-09-25,55246.67,55667.69,53851.33,55519.85,1213043.0,4
269,BTC,2020-09-26,53856.15,57335.74,53856.15,55117.74,644597.0,5
270,BTC,2020-09-27,54918.19,57798.96,54216.87,55849.54,2626129.0,6
271,BTC,2020-09-28,56065.34,58533.76,54447.54,57102.8,4957559.0,0
272,BTC,2020-09-29,57953.31,58299.03,56894.89,57227.98,1279745.0,1
273,BTC,2020-09-30,56272.37,58561.21,56272.37,58067.91,1669005.0,2
274,BTC,2020-10-01,58310.35,58794.11,56590.04,57873.14,692356.0,3
275,BTC,2020-10-02,57378.2,57715.17,53052.24,55128.08,3216896.0,4
276,BTC,2020-10-03,55628.96,56996.15,53828.35,55635.92,339824.0,5
277,BTC,2020-10-04,56015.38,56217.51,53398.28,56194.08,928729.0,6
278,BTC,2020-10-05,56987.67,59888.98,55743.32,57980.17,516128.0,0
279,BTC,2020-10-06,58514.36,61021.3,56248.87,58467.19,2183745.0,1
280,BTC,2020-10-07,60000.28,61502.96,58481.86,60782.26,1954696.0,2
281,BTC,2020-10-08,61298.48,61298.48,58646.64,60090.91,851041.0,3
282,BTC,2020-10-09,60113.24,63384.78,59514.15,60683.1,4279135.0,4
283,BTC,2020-10-10,61250.76,64001.62,60241.02,61587.58,718741.0,5
284,BTC,2020-10-11,60353.77,61927.07,58893.67,59561.86,2656940.0,6
285,BTC,2020-10-12,58946.4,61170.54,58278.27,61166.45,2211189.0,0
286,BTC,2020-10-13,60459.72,62616.77,59433.37,60769.12,233084.0,1
287,BTC,2020-10-14,60590.93,62132.52,58902.4,60690.12,544710.0,2
288,BTC,2020-10-15,61065.76,63297.71,58187.17,59000.87,535240.0,3
289,BTC,2020-10-16,58220.02,61840.29,57054.19,60400.11,1190713.0,4
290,BTC,2020-10-17,58460.75,63285.19,58460.75,61459.29,1216440.0,5
291,BTC,2020-10-18,61875.73,62524.28,58556.98,59281.82,1857759.0,6
292,BTC,2020-10-19,58839.21,63381.8,57904.35,63266.63,1684409.0,0
293,BTC,2020-10-20,62569.19,65625.99,60827.08,63500.17,2866831.0,1
294,BTC,2020-10-21,63729.02,63729.02,60063.48,62439.75,1996533.0,2
295,BTC,2020-10-22,62212.53,63365.5,58480.42,62480.94,34572400.0,3
296,BTC,2020-10-23,61536.52,65815.41,58678.28,62168.24,464038.0,4
297,BTC,2020-10-24,62664.69,62664.69,59376.53,61876.88,1757086.0,5
298,BTC,2020-10-25,61954.42,63725.12,60040.8,61894.46,1029192.0,6
299,BTC,2020-10-26,60926.94,61235.54,58126.09,58441.43,1193919.0,0
300,BTC,2020-10-27,58729.02,60134.62,56426.41,59472.3,1734123.0,1
301,BTC,2020-10-28,58754.87,61723.77,58754.87,60756.17,2564178.0,2
302,BTC,2020-10-29,61328.89,63970.3,59086.05,63382.44,5066919.0,3
303,BTC,2020-10-30,62314.54,66498.71,62314.54,65598.43,304259.0,4
304,BTC,2020-10-31,65917.34,69819.59,65035.16,69096.06,1657956.0,5
305,BTC,2020-11-01,69418.41,75483.45,69418.41,72221.14,10074008.0,6
306,BTC,2020-11-02,72752.58,73598.11,70620.18,73533.29,2010467.0,0
307,BTC,2020-11-03,73260.46,78368.96,72350.17,75444.08,1170325.0,1
308,BTC,2020-11-04,75314.35,75508.18,72182.81,75033.33,400667.0,2
309,BTC,2020-11-05,75308.44,79827.07,75308.44,78782.17,543714.0,3
310,BTC,2020-11-06,79655.53,83251.77,77631.63,81678.21,1066143.0,4
311,BTC,2020-11-07,81844.01,83719.89,80814.54,81650.84,4983071.0,5
312,BTC,2020-11-08,81259.63,84484.06,80381.0,83240.12,4558720.0,6
313,BTC,2020-11-09,83188.19,88836.88,81497.4,86145.55,1335004.0,0
314,BTC,2020-11-10,86243.73,86936.97,81574.88,84799.44,3820646.0,1
315,BTC,2020-11-11,83679.93,88450.72,82821.57,87131.24,2979409.0,2
316,BTC,2020-11-12,83852.07,88922.38,83852.07,86596.89,362531.0,3
317,BTC,2020-11-13,86337.61,87911.09,84065.34,87643.58,711260.0,4
318,BTC,2020-11-14,86735.18,89756.94,83076.51,89077.05,2256040.0,5
319,BTC,2020-11-15,89421.59,96590.27,89421.59,95652.89,7432959.0,6
320,BTC,2020-11-16,95873.99,97926.36,91523.35,95024.69,808114.0,0
321,BTC,2020-11-17,92916.77,92916.77,87362.35,88552.58,806865.0,1
322,BTC,2020-11-18,87205.28,89307.42,86603.86,88497.9,7431870.0,2
323,BTC,2020-11-19,87885.79,90034.86,85616.83,89512.43,1924105.0,3
324,BTC,2020-11-20,89436.82,93400.26,89436.82,93390.84,8664871.0,4
325,BTC,2020-11-21,91818.36,99614.57,91818.36,99008.78,1673095.0,5
326,BTC,2020-11-22,97837.57,99983.85,94836.2,97451.78,426396.0,6
327,BTC,2020-11-23,97120.29,102421.76,97120.29,101072.49,3010048.0,0
328,BTC,2020-11-24,101876.18,101879.65,95830.71,97522.74,1186722.0,1
329,BTC,2020-11-25,99170.22,100429.49,93726.81,96843.71,4571477.0,2
330,BTC,2020-11-26,97055.19,97058.38,93312.42,94170.55,993434.0,3
331,BTC,2020-11-27,94764.55,105190.29,93090.44,103307.27,1149035.0,4
332,BTC,2020-11-28,104343.23,104499.0,96662.55,99378.2,2869399.0,5
333,BTC,2020-11-29,98987.28,105220.94,94900.68,99643.23,2856081.0,6
334,BTC,2020-11-30,100203.23,106029.29,100203.23,102834.21,697347.0,0
335,BTC,2020-12-01,102796.57,105571.27,99745.42,102101.45,2268577.0,1
336,BTC,2020-12-02,104075.81,106573.4,99818.48,102092.05,912958.0,2
337,BTC,2020-12-03,102610.43,103094.47,98375.73,102131.81,5286226.0,3
338,BTC,2020-12-04,102983.74,105219.75,100864.68,103014.84,5038809.0,4
339,BTC,2020-12-05,103938.77,108260.53,101855.47,105663.11,655495.0,5
340,BTC,2020-12-06,106544.38,107145.94,101787.19,103775.1,3795717.0,6
341,BTC,2020-12-07,103607.87,114899.33,103607.87,113214.19,923261.0,0
