,Symbol,Timestamp,Open,High,Low,Close,Volume
245,BTC,2020-09-02,48611.17,51586.3,46580.63,47430.4,858318.0
246,BTC,2020-09-03,47713.95,49057.26,45535.82,45976.57,1117849.0
247,BTC,2020-09-04,46021.69,47772.39,45607.59,46171.58,339945.0
250,BTC,2020-09-07,49896.24,51435.15,48817.3,50099.13,1718531.0
251,BTC,2020-09-08,50325.53,52534.25,49486.01,51724.35,551448.0
252,BTC,2020-09-09,52342.56,54353.63,49318.73,52331.6,2047962.0
253,BTC,2020-09-10,52363.78,55067.54,52349.09,52982.99,371151.0
254,BTC,2020-09-11,52438.41,55603.31,52058.12,55375.64,483646.0
257,BTC,2020-09-14,54580.89,57580.22,54056.96,55796.31,1174138.0
258,BTC,2020-09-15,55447.52,57946.51,54850.89,55766.48,2061928.0
259,BTC,2020-09-16,56745.27,56943.31,52528.88,55702.25,4629802.0
260,BTC,2020-09-17,55121.19,57154.11,55121.19,56503.82,1721669.0
261,BTC,2020-09-18,54833.85,58672.85,54833.85,58107.58,262859.0
264,BTC,2020-09-21,57838.96,58276.86,54281.45,54502.93,4376500.0
265,BTC,2020-09-22,53897.03,55540.09,53066.52,54116.78,749393.0
266,BTC,2020-09-23,53071.62,56702.33,53071.62,55844.91,2705037.0
267,BTC,2020-09-24,56853.48,56853.48,53625.71,54373.06,633106.0
268,BTC,2020-09-25,55246.67,55667.69,53851.33,55519.85,1213043.0
271,BTC,2020-09-28,56065.34,58533.76,54447.54,57102.8,4957559.0
272,BTC,2020-09-29,57953.31,58299.03,56894.89,57227.98,1279745.0
273,BTC,2020-09-30,56272.37,58561.21,56272.37,58067.91,1669005.0
274,BTC,2020-10-01,58310.35,58794.11,56590.04,57873.14,692356.0
275,BTC,2020-10-02,57378.2,57715.17,53052.24,55128.08,3216896.0
278,BTC,2020-10-05,56987.67,59888.98,55743.32,57980.17,516128.0
279,BTC,2020-10-06,58514.36,61021.3,56248.87,58467.19,2183745.0
280,BTC,2020-10-07,60000.28,61502.96,58481.86,60782.26,1954696.0
281,BTC,2020-10-08,61298.48,61298.48,58646.64,60090.91,851041.0
282,BTC,2020-10-09,60113.24,63384.78,59514.15,60683.1,4279135.0
285,BTC,2020-10-12,58946.4,61170.54,58278.27,61166.45,2211189.0
286,BTC,2020-10-13,60459.72,62616.77,59433.37,60769.12,233084.0
287,BTC,2020-10-14,60590.93,62132.52,58902.4,60690.12,544710.0
288,BTC,2020-10-15,61065.76,63297.71,58187.17,59000.87,535240.0
289,BTC,2020-10-16,58220.02,61840.29,57054.19,60400.11,1190713.0
292,BTC,2020-10-19,58839.21,63381.8,57904.35,63266.63,1684409.0
293,BTC,2020-10-20,62569.19,65625.99,60827.08,63500.17,2866831.0
294,BTC,2020-10-21,63729.02,63729.02,60063.48,62439.75,1996533.0
295,BTC,2020-10-22,62212.53,63365.5,58480.42,62480.94,34572400.0
296,BTC,2020-10-23,61536.52,65815.41,58678.28,62168.24,464038.0
299,BTC,2020-10-26,60926.94,61235.54,58126.09,58441.43,1193919.0
300,BTC,2020-10-27,58729.02,60134.62,56426.41,59472.3,1734123.0
301,BTC,2020-10-28,58754.87,61723.77,58754.87,60756.17,2564178.0
302,BTC,2020-10-29,61328.89,63970.3,59086.05,63382.44,5066919.0
303,BTC,2020-10-30,62314.54,66498.71,62314.54,65598.43,304259.0
306,BTC,2020-11-02,72752.58,73598.11,70620.18,73533.29,2010467.0
307,BTC,2020-11-03,73260.46,78368.96,72350.17,75444.08,1170325.0
308,BTC,2020-11-04,75314.35,75508.18,72182.81,75033.33,400667.0
309,BTC,2020-11-05,75308.44,79827.07,75308.44,78782.17,543714.0
310,BTC,2020-11-06,79655.53,83251.77,77631.63,81678.21,1066143.0
313,BTC,2020-11-09,83188.19,88836.88,81497.4,86145.55,1335004.0
314,BTC,2020-11-10,86243.73,86936.97,81574.88,84799.44,3820646.0
315,BTC,2020-11-11,83679.93,88450.72,82821.57,87131.24,2979409.0
316,BTC,2020-11-12,83852.07,88922.38,83852.07,86596.89,362531.0
317,BTC,2020-11-13,86337.61,87911.09,84065.34,87643.58,711260.0
320,BTC,2020-11-16,95873.99,97926.36,91523.35,95024.69,808114.0
321,BTC,2020-11-17,92916.77,92916.77,87362.35,88552.58,806865.0
322,BTC,2020-11-18,87205.28,89307.42,86603.86,88497.9,7431870.0
323,BTC,2020-11-19,87885.79,90034.86,85616.83,89512.43,1924105.0
324,BTC,2020-11-20,89436.82,93400.26,89436.82,93390.84,8664871.0
327,BTC,2020-11-23,97120.29,102421.76,97120.29,101072.49,3010048.0
328,BTC,2020-11-24,101876.18,101879.65,95830.71,97522.74,1186722.0
329,BTC,2020-11-25,99170.22,100429.49,93726.81,96843.71,4571477.0
330,BTC,2020-11-26,97055.19,97058.38,93312.42,94170.55,993434.0
331,BTC,2020-11-27,94764.55,105190.29,93090.44,103307.27,1149035.0
334,BTC,2020-11-30,100203.23,106029.29,100203.23,102834.21,697347.0
335,BTC,2020-12-01,102796.57,105571.27,99745.42,102101.45,2268577.0
336,BTC,2020-12-02,104075.81,106573.4,99818.48,102092.05,912958.0
337,BTC,2020-12-03,102610.43,103094.47,98375.73,102131.81,5286226.0
338,BTC,2020-12-04,102983.74,105219.75,100864.68,103014.84,5038809.0
341,BTC,2020-12-07,103607.87,114899.33,103607.87,113214.19,923261.0
342,BTC,2020-12-08,114101.08,114832.4,110407.16,111381.8,1910830.0
343,BTC,2020-12-09,107690.45,117764.03,107690.45,111931.35,3505697.0
344,BTC,2020-12-10,113926.84,117806.77,108393.33,110971.02,2570187.0
345,BTC,2020-12-11,112925.81,117222.49,107510.48,113481.55,12509190.0
348,BTC,2020-12-14,121813.84,125959.68,119811.0,124824.43,3790203.0
349,BTC,2020-12-15,126126.54,130943.54,120698.94,129786.23,762009.0
350,BTC,2020-12-16,125519.47,139171.5,125519.47,134629.0,4815949.0
351,BTC,2020-12-17,134558.7,137396.01,130274.73,130548.12,278624.0
352,BTC,2020-12-18,129962.96,136512.37,125889.99,128399.26,1257683.0
355,BTC,2020-12-21,129434.89,129434.89,121767.41,126029.21,2263296.0
356,BTC,2020-12-22,127484.34,128631.16,122538.43,127844.2,2473471.0
357,BTC,2020-12-23,128763.98,134786.46,124696.03,127958.25,1166422.0
358,BTC,2020-12-24,129964.09,131995.28,126325.94,129021.65,447419.0
359,BTC,2020-12-25,128187.41,135928.44,123634.09,132932.01,5938066.0
362,BTC,2020-12-28,126810.38,127594.93,124382.63,127380.8,2175545.0
363,BTC,2020-12-29,124793.97,133910.6,121242.89,124465.16,1051471.0
364,BTC,2020-12-30,120576.79,131913.34,120576.79,128710.28,1289116.0
365,BTC,2020-12-31,131012.57,131012.57,124805.48,129039.77,1572361.0
366,BTC,2021-01-01,127252.65,133002.21,126501.39,131456.97,3525559.0
369,BTC,2021-01-04,122434.0,123083.12,115290.68,119153.17,4991852.0
370,BTC,2021-01-05,120343.1,126750.48,115832.25,122808.68,3677120.0
371,BTC,2021-01-06,124432.46,127867.96,118810.34,120895.12,1231950.0
372,BTC,2021-01-07,123091.21,128235.09,113118.14,115903.45,769725.0
373,BTC,2021-01-08,115681.62,117654.88,110308.95,111398.25,2298780.0
376,BTC,2021-01-11,107809.11,110273.66,104713.85,107047.32,1253784.0
377,BTC,2021-01-12,107783.53,107783.53,98573.32,102286.09,877479.0
378,BTC,2021-01-13,101432.83,107799.17,95218.72,95795.65,4406588.0
379,BTC,2021-01-14,94006.75,98482.59,94006.75,96495.92,389309.0
380,BTC,2021-01-15,95348.2,98024.48,93052.8,93911.2,1617295.0
383,BTC,2021-01-18,96781.45,101533.91,95063.78,97269.49,4196432.0
384,BTC,2021-01-19,94915.02,100766.64,93640.71,95984.64,261597.0
385,BTC,2021-01-20,96586.29,100237.66,96248.83,98103.2,1124072.0
386,BTC,2021-01-21,97396.54,106145.52,97396.54,104944.45,1454657.0
387,BTC,2021-01-22,104555.79,106689.28,101603.95,106200.76,10970977.0
390,BTC,2021-01-25,106279.16,112824.95,105662.59,108232.54,2928305.0
391,BTC,2021-01-26,106990.75,115939.89,106922.93,112751.59,1346830.0
392,BTC,2021-01-27,114161.02,114355.13,110285.66,112486.44,3106842.0
393,BTC,2021-01-28,110593.49,124757.76,110593.49,116043.25,2994138.0
394,BTC,2021-01-29,114817.43,120110.25,113372.7,118242.9,2113933.0
397,BTC,2021-02-01,114490.83,119768.41,114490.83,119126.2,2098997.0
398,BTC,2021-02-02,118202.06,125935.75,115461.16,119420.92,4374483.0
399,BTC,2021-02-03,121155.8,121155.8,115113.89,116029.69,1555126.0
400,BTC,2021-02-04,114866.05,116550.81,104793.02,108852.08,3930188.0
401,BTC,2021-02-05,107215.36,110304.18,104276.07,106287.7,1431531.0
404,BTC,2021-02-08,104437.81,106771.38,103017.9,105663.49,988272.0
405,BTC,2021-02-09,105380.47,112801.77,105380.47,110987.5,3773188.0
406,BTC,2021-02-10,108784.44,114316.63,108784.44,111506.71,1225125.0
407,BTC,2021-02-11,111802.01,113430.86,106633.37,110509.49,663853.0
408,BTC,2021-02-12,111107.7,112933.49,107179.85,109601.02,442626.0
411,BTC,2021-02-15,116485.61,119254.09,111649.82,116220.93,2090977.0
412,BTC,2021-02-16,115282.63,124937.99,115282.63,119087.07,518817.0
413,BTC,2021-02-17,120721.86,121919.19,114313.98,118312.44,723260.0
414,BTC,2021-02-18,120372.18,121128.0,118018.59,119532.71,704621.0
415,BTC,2021-02-19,120110.11,125778.89,118492.79,124381.56,539440.0
418,BTC,2021-02-22,117691.39,123580.21,113240.0,118388.13,595265.0
419,BTC,2021-02-23,117214.86,126010.89,114503.25,120573.17,340188.0
420,BTC,2021-02-24,122503.85,122503.85,114547.26,117042.86,478608.0
421,BTC,2021-02-25,114765.12,123013.36,112182.84,117391.82,3054720.0
422,BTC,2021-02-26,117870.37,121187.95,114393.4,120461.39,10973409.0
425,BTC,2021-03-01,116651.13,122963.79,116651.13,117937.49,419702.0
426,BTC,2021-03-02,116892.27,118534.28,112142.25,118349.12,3563407.0
427,BTC,2021-03-03,117320.01,123609.48,116851.42,123315.43,7200289.0
428,BTC,2021-03-04,126099.43,129061.75,119365.18,123804.81,8613744.0
429,BTC,2021-03-05,126024.6,127368.76,118167.52,119991.21,1453118.0
432,BTC,2021-03-08,122179.79,125890.3,120162.77,120383.37,740155.0
433,BTC,2021-03-09,120705.59,133728.21,119796.75,130674.96,1855304.0
434,BTC,2021-03-10,130729.65,141054.66,127465.68,133916.92,2841033.0
435,BTC,2021-03-11,131087.74,136246.54,130427.76,133101.82,390192.0
436,BTC,2021-03-12,131742.14,138466.75,131236.93,136386.71,1523775.0
439,BTC,2021-03-15,135631.49,141588.7,130862.2,135150.72,1348806.0
440,BTC,2021-03-16,132665.34,137768.48,129747.36,131906.49,1105487.0
441,BTC,2021-03-17,131757.0,136214.72,131757.0,135595.98,670387.0
442,BTC,2021-03-18,136461.59,143293.56,132595.77,142905.76,1721435.0
443,BTC,2021-03-19,140593.21,143102.09,132967.0,139257.92,921219.0
446,BTC,2021-03-22,140292.31,140292.31,131227.28,135248.41,266826.0
447,BTC,2021-03-23,133071.92,136589.52,127715.81,130483.82,2478795.0
448,BTC,2021-03-24,130484.25,133274.72,126196.07,130442.75,1315760.0
449,BTC,2021-03-25,131851.9,132339.21,123893.9,125444.54,1715164.0
450,BTC,2021-03-26,125660.55,134294.6,125339.53,128998.44,1673068.0
453,BTC,2021-03-29,133156.55,138937.12,131665.21,135408.68,10477252.0
454,BTC,2021-03-30,136907.9,140399.1,131880.16,137330.16,1356923.0
455,BTC,2021-03-31,135753.72,146553.87,135753.72,140674.63,1312733.0
456,BTC,2021-04-01,137786.22,146167.5,134647.16,141658.2,4106775.0
457,BTC,2021-04-02,139919.39,146318.65,138079.04,140120.71,714476.0
460,BTC,2021-04-05,139223.29,143435.46,134469.31,136982.95,4950479.0
461,BTC,2021-04-06,136961.9,136961.9,128311.36,129946.07,1226799.0
462,BTC,2021-04-07,132643.2,135607.95,121841.16,123112.38,2103946.0
463,BTC,2021-04-08,123132.72,125458.56,119258.89,123297.78,22665194.0
464,BTC,2021-04-09,121169.4,124676.88,117351.87,118924.39,3740210.0
467,BTC,2021-04-12,118990.84,124159.81,115392.89,119887.94,442689.0
468,BTC,2021-04-13,117594.16,125101.82,115727.4,124505.0,466347.0
469,BTC,2021-04-14,125508.71,127578.39,118096.63,122621.21,1146718.0
470,BTC,2021-04-15,118824.1,124557.05,118824.1,122900.77,1371180.0
471,BTC,2021-04-16,121735.74,126507.95,118191.2,118981.94,10813885.0
474,BTC,2021-04-19,118916.01,125893.8,117170.13,119958.77,780612.0
475,BTC,2021-04-20,119380.83,123926.83,116244.62,119516.72,1609231.0
476,BTC,2021-04-21,114802.31,122359.32,109474.63,114665.57,5858166.0
477,BTC,2021-04-22,116811.57,119204.87,110794.38,113743.67,891954.0
478,BTC,2021-04-23,113668.53,119044.95,113104.34,114688.39,3678007.0
481,BTC,2021-04-26,115471.53,119352.26,112729.55,114391.79,566413.0
482,BTC,2021-04-27,116627.98,116627.98,105412.34,109185.14,2187235.0
483,BTC,2021-04-28,109445.28,113249.67,108095.9,111168.36,1099137.0
484,BTC,2021-04-29,110569.15,113184.18,106157.42,109390.57,610849.0
485,BTC,2021-04-30,108816.91,112504.88,107946.12,110793.71,514223.0
488,BTC,2021-05-03,111532.53,112598.03,108903.21,109916.95,736806.0
489,BTC,2021-05-04,112651.04,112651.04,106306.21,111272.56,1976875.0
490,BTC,2021-05-05,111822.42,113756.79,109908.43,110053.54,1238521.0
491,BTC,2021-05-06,110886.31,110886.31,105089.27,105647.48,1118241.0
492,BTC,2021-05-07,103844.36,106917.94,100305.94,101741.13,2943958.0
495,BTC,2021-05-10,103893.98,108088.33,100719.62,101800.25,942426.0
496,BTC,2021-05-11,102144.26,108388.14,99423.5,105819.03,1583792.0
497,BTC,2021-05-12,106695.93,109281.29,99944.16,106990.68,976659.0
498,BTC,2021-05-13,106136.53,112929.14,106136.53,111939.68,1495994.0
499,BTC,2021-05-14,112801.22,122061.1,112028.77,116369.03,787507.0
502,BTC,2021-05-17,116228.02,122159.57,114468.67,118279.56,1183172.0
503,BTC,2021-05-18,118208.58,122986.08,111906.02,116390.96,1480683.0
