Datetime,STOCK_AA,STOCK_ACM,STOCK_AMD,STOCK_FLR,STOCK_LMT,STOCK_MDU,STOCK_NVDA,STOCK_PLTR,STOCK_PWR,STOCK_QCOM,STOCK_RS,STOCK_RTX,CRYPTO_BTC,CRYPTO_ETH,CRYPTO_SOL
2020-02-14,58.11,56.37,59.01,59.87,375.09,7.3,130.03,93.02,119.44,132.81,193.31,112.7,68481.52,3404.91,152.75
2020-02-15,57.415,56.15,59.129999999999995,60.129999999999995,377.265,7.23,129.29000000000002,92.485,117.58,132.76999999999998,192.64499999999998,113.125,67768.9,3257.45,149.75
2020-02-16,57.415,56.15,59.129999999999995,60.129999999999995,377.265,7.23,129.29000000000002,92.485,117.58,132.76999999999998,192.64499999999998,113.125,65658.81,3133.75,164.6
2020-02-17,56.72,55.93,59.25,60.39,379.44,7.16,128.55,91.95,115.72,132.73,191.98,113.55,62597.97,3281.12,160.71
2020-02-18,58.34,56.68,58.06,60.54,391.5,7.18,127.55,88.96,114.57,130.09,191.53,113.48,65214.16,3422.5,152.88
2020-02-19,59.16,57.2,57.31,60.2,389.14,7.39,129.31,88.36,112.39,124.46,192.05,112.69,65612.33,3313.39,154.4
2020-02-20,61.56,56.99,57.2,60.86,397.23,7.5,131.51,89.89,112.16,126.87,196.05,113.29,67068.33,3120.76,153.49
2020-02-21,59.41,57.04,58.3,61.78,406.96,7.5,131.26,87.65,110.44,127.49,195.57,113.03,63615.92,3281.23,155.05
2020-02-22,59.224999999999994,56.165,58.629999999999995,61.870000000000005,408.475,7.555,131.535,86.04,111.625,126.35499999999999,195.755,113.375,62134.17,3066.68,149.26
2020-02-23,59.224999999999994,56.165,58.629999999999995,61.870000000000005,408.475,7.555,131.535,86.04,111.625,126.35499999999999,195.755,113.375,59409.49,3003.88,137.3
2020-02-24,59.04,55.29,58.96,61.96,409.99,7.61,131.81,84.43,112.81,125.22,195.94,113.72,57870.01,3021.33,137.72
2020-02-25,61.02,56.72,60.71,61.58,389.94,7.62,133.11,81.14,116.34,131.94,192.78,113.85,59430.06,3006.34,133.16
2020-02-26,61.09,54.79,60.27,63.74,402.36,7.56,133.08,80.5,116.81,130.99,194.33,114.99,60977.81,2948.04,129.2
2020-02-27,60.71,53.71,60.83,62.14,395.6,7.44,132.33,80.57,117.28,130.9,195.96,114.42,62402.45,3041.62,125.76
2020-02-28,58.08,53.18,63.14,60.4,392.03,7.56,133.87,81.37,114.66,127.83,193.93,114.69,56593.2,2681.9,124.21
2020-02-29,58.07,52.525,64.0,60.754999999999995,394.765,7.58,134.185,81.07,116.645,126.465,193.94,113.34,56914.28,2485.2,128.72
2020-03-01,58.07,52.525,64.0,60.754999999999995,394.765,7.58,134.185,81.07,116.645,126.465,193.94,113.34,53018.77,2441.9,121.71
2020-03-02,58.06,51.87,64.86,61.11,397.5,7.6,134.5,80.77,118.63,125.1,193.95,111.99,56073.85,2428.96,126.25
2020-03-03,59.72,54.3,64.11,62.37,399.78,7.54,135.13,83.4,119.95,120.69,197.27,112.31,54546.67,2821.62,121.36
2020-03-04,59.08,55.64,60.62,61.69,392.02,7.44,134.63,86.16,121.61,118.42,195.82,114.03,54370.97,2863.52,122.5
2020-03-05,60.82,57.76,58.73,62.58,393.41,7.39,135.15,87.07,118.57,117.94,196.05,112.2,55569.1,2840.63,115.51
2020-03-06,60.21,58.15,56.8,62.6,407.16,7.42,134.53,86.8,123.32,118.24,195.64,111.8,57224.49,2665.63,120.96
2020-03-07,61.004999999999995,57.01,56.62,62.305,405.87,7.395,134.73000000000002,86.91,122.68,117.96000000000001,194.825,112.155,57111.27,2888.02,121.29
2020-03-08,61.004999999999995,57.01,56.62,62.305,405.87,7.395,134.73000000000002,86.91,122.68,117.96000000000001,194.825,112.155,55122.04,2742.97,123.48
2020-03-09,61.8,55.87,56.44,62.01,404.58,7.37,134.93,87.02,122.04,117.68,194.01,112.51,54586.93,2948.61,123.18
2020-03-10,61.88,56.34,56.05,62.24,415.43,7.37,137.7,87.45,127.28,119.38,192.26,112.3,55365.01,2769.14,129.43
2020-03-11,63.39,56.64,54.34,65.26,412.94,7.26,136.3,86.85,130.95,117.42,194.69,112.17,55014.53,2561.52,126.33
2020-03-12,61.88,59.54,58.24,64.77,411.54,7.3,133.65,85.67,128.41,117.52,191.82,111.97,54801.53,2611.03,122.84
2020-03-13,61.47,60.31,59.13,64.81,423.92,7.32,132.74,87.11,130.43,119.15,192.17,111.69,54806.5,2692.86,127.86
2020-03-14,61.57,61.230000000000004,58.540000000000006,64.27,417.975,7.3100000000000005,132.305,87.83,132.375,117.035,192.545,112.32,53886.67,3105.35,128.32
2020-03-15,61.57,61.230000000000004,58.540000000000006,64.27,417.975,7.3100000000000005,132.305,87.83,132.375,117.035,192.545,112.32,53160.38,3136.28,131.35
2020-03-16,61.67,62.15,57.95,63.73,412.03,7.3,131.87,88.55,134.32,114.92,192.92,112.95,53106.06,3367.46,133.22
2020-03-17,62.52,62.67,56.97,65.08,401.17,7.19,131.34,89.62,140.24,121.49,193.03,113.56,55184.53,3467.22,140.41
2020-03-18,63.44,62.16,57.05,66.36,406.13,7.32,131.59,89.39,142.61,119.71,195.65,113.7,53939.64,3570.93,139.24
2020-03-19,63.55,60.41,60.57,68.4,417.05,7.34,132.17,89.47,139.95,120.9,194.37,115.66,54863.05,3756.1,140.87
2020-03-20,61.99,60.75,60.0,67.72,419.72,7.28,135.19,89.01,136.1,120.35,192.1,114.86,55880.56,3694.77,137.93
2020-03-21,61.6,61.894999999999996,60.22,68.02,406.375,7.3149999999999995,134.255,87.435,137.865,117.94999999999999,193.03,113.925,58016.06,3824.08,143.85
2020-03-22,61.6,61.894999999999996,60.22,68.02,406.375,7.3149999999999995,134.255,87.435,137.865,117.94999999999999,193.03,113.925,56062.03,3932.43,143.72
2020-03-23,61.21,63.04,60.44,68.32,393.03,7.35,133.32,85.86,139.63,115.55,193.96,112.99,55806.86,3718.44,145.34
2020-03-24,58.84,64.17,63.05,67.68,403.34,7.41,133.66,85.65,135.51,118.07,192.55,113.31,58635.22,3552.1,149.03
2020-03-25,58.66,64.51,63.35,67.05,386.4,7.3,135.14,85.61,141.31,121.84,191.06,115.78,57596.83,3689.56,151.52
2020-03-26,59.19,65.07,59.68,68.44,389.93,7.16,137.05,86.18,139.31,122.51,194.49,114.62,57278.88,3761.16,146.2
2020-03-27,60.68,61.94,57.07,66.72,386.88,7.14,139.5,89.75,137.39,124.74,196.41,114.47,54042.91,3621.61,143.67
2020-03-28,59.83,62.09,55.96,66.4,386.995,7.18,139.06,90.09,137.825,122.935,194.38,114.485,53682.39,3512.51,146.93
2020-03-29,59.83,62.09,55.96,66.4,386.995,7.18,139.06,90.09,137.825,122.935,194.38,114.485,52216.16,3507.49,148.3
2020-03-30,58.98,62.24,54.85,66.08,387.11,7.22,138.62,90.43,138.26,121.13,192.35,114.5,50312.51,3224.76,140.56
2020-03-31,57.72,62.74,55.09,66.08,405.71,7.21,138.48,90.8,142.57,125.39,188.22,115.34,50859.19,3818.93,147.63
2020-04-01,56.39,62.66,55.14,67.61,412.3,7.21,135.98,93.3,139.57,128.78,187.16,115.64,49973.39,3780.95,142.77
2020-04-02,58.42,63.49,55.24,69.09,399.2,7.06,134.59,92.94,140.4,128.04,186.52,116.41,49543.41,3996.72,147.04
2020-04-03,61.33,61.05,54.95,70.05,398.52,6.97,132.39,93.09,134.24,123.77,187.02,117.19,48174.54,4102.94,150.48
2020-04-04,63.6,61.485,55.445,69.485,399.64,6.99,133.795,92.89,133.7,124.07499999999999,186.70499999999998,116.82,47417.95,3978.91,154.12
2020-04-05,63.6,61.485,55.445,69.485,399.64,6.99,133.795,92.89,133.7,124.07499999999999,186.70499999999998,116.82,47167.41,4233.56,150.76
2020-04-06,65.87,61.92,55.94,68.92,400.76,7.01,135.2,92.69,133.16,124.38,186.39,116.45,48292.16,3925.28,147.47
2020-04-07,68.08,63.29,58.0,67.61,400.25,6.97,133.88,90.72,125.31,125.36,190.15,115.05,46257.92,4012.08,151.92
2020-04-08,68.3,64.37,55.77,68.22,410.64,6.96,132.43,91.46,122.98,121.74,187.22,111.93,46223.01,3984.49,154.97
2020-04-09,69.39,62.9,53.33,67.42,411.51,6.89,133.6,89.76,125.79,120.06,189.0,111.92,44133.39,3695.14,156.49
2020-04-10,70.96,62.87,54.67,67.37,408.11,6.92,131.33,87.77,125.46,120.6,188.53,113.41,42698.43,3887.42,157.46
2020-04-11,70.595,63.305,54.575,66.315,409.53499999999997,6.9,130.67000000000002,88.07,123.9,122.87,189.565,113.8,42028.63,3669.36,156.59
2020-04-12,70.595,63.305,54.575,66.315,409.53499999999997,6.9,130.67000000000002,88.07,123.9,122.87,189.565,113.8,42744.27,3648.99,163.15
2020-04-13,70.23,63.74,54.48,65.26,410.96,6.88,130.01,88.37,122.34,125.14,190.6,114.19,41893.37,3385.46,160.8
2020-04-14,68.12,65.48,55.04,66.8,421.28,6.85,130.65,86.43,126.45,124.52,190.48,114.49,42775.87,3346.78,166.39
2020-04-15,70.98,63.87,53.08,65.49,412.52,6.77,129.26,89.84,121.17,117.73,195.73,114.5,43333.79,3129.34,161.13
2020-04-16,69.92,64.07,51.62,66.1,434.29,6.76,128.29,89.33,118.65,117.62,193.48,113.39,44580.85,3102.74,158.84
2020-04-17,67.98,67.77,52.0,66.03,439.5,6.78,130.88,88.54,130.04,120.09,195.26,112.81,43720.95,3259.83,160.24
2020-04-18,67.41499999999999,67.645,52.105000000000004,66.2,432.275,6.75,132.57,88.61500000000001,129.77499999999998,119.015,194.69,112.94,44816.36,3388.45,165.62
2020-04-19,67.41499999999999,67.645,52.105000000000004,66.2,432.275,6.75,132.57,88.61500000000001,129.77499999999998,119.015,194.69,112.94,43650.61,3462.13,166.46
2020-04-20,66.85,67.52,52.21,66.37,425.05,6.72,134.26,88.69,129.51,117.94,194.12,113.07,44011.22,3261.3,171.3
2020-04-21,67.22,65.92,53.19,67.19,415.31,6.77,133.88,87.95,130.8,116.43,196.32,114.75,42017.99,3429.12,168.56
2020-04-22,71.01,67.42,52.39,66.94,400.86,6.77,133.96,87.94,136.42,117.2,192.99,113.17,43031.04,3125.82,166.11
2020-04-23,71.13,66.29,51.19,67.35,399.36,6.72,133.47,88.75,137.72,119.64,192.96,113.75,43150.41,3105.32,157.92
2020-04-24,71.17,67.14,50.37,67.84,405.48,6.72,131.65,88.02,134.72,121.9,195.95,115.07,43816.02,2798.64,154.75
2020-04-25,72.17,69.125,51.165,67.17500000000001,406.33500000000004,6.715,131.005,88.36,132.865,123.415,193.27499999999998,115.145,44033.68,3076.55,161.06
2020-04-26,72.17,69.125,51.165,67.17500000000001,406.33500000000004,6.715,131.005,88.36,132.865,123.415,193.27499999999998,115.145,43158.67,3087.0,161.64
2020-04-27,73.17,71.11,51.96,66.51,407.19,6.71,130.36,88.7,131.01,124.93,190.6,115.22,43784.04,3126.5,156.34
2020-04-28,70.33,69.52,51.53,67.2,396.6,6.76,131.6,89.62,130.96,120.99,190.75,114.05,41555.42,2941.46,157.75
2020-04-29,69.98,69.97,52.25,66.57,396.85,6.74,134.46,86.44,130.26,124.09,186.05,112.6,42521.31,3156.49,162.79
2020-04-30,69.11,69.4,53.51,67.55,407.68,6.71,135.99,83.77,130.91,127.7,185.63,111.93,42443.45,2875.58,160.05
2020-05-01,69.07,68.53,54.91,66.08,407.73,6.71,136.2,83.35,125.28,132.75,186.79,114.12,40965.6,2911.56,164.03
2020-05-02,67.47999999999999,67.235,54.474999999999994,65.81,405.59000000000003,6.725,137.28,81.71,123.945,131.17000000000002,187.875,114.545,40238.75,3061.34,156.41
2020-05-03,67.47999999999999,67.235,54.474999999999994,65.81,405.59000000000003,6.725,137.28,81.71,123.945,131.17000000000002,187.875,114.545,39293.75,2946.36,169.86
2020-05-04,65.89,65.94,54.04,65.54,403.45,6.74,138.36,80.07,122.61,129.59,188.96,114.97,40171.46,3175.68,172.52
2020-05-05,65.16,68.62,53.09,65.39,417.02,6.78,138.75,82.63,125.75,130.74,191.23,114.99,40731.6,2735.68,170.78
2020-05-06,64.95,68.63,56.18,65.1,416.93,6.91,140.33,79.09,126.3,128.19,189.66,118.01,40958.89,3014.77,177.34
2020-05-07,68.56,68.91,55.93,65.9,415.34,6.85,140.44,78.03,126.66,128.56,184.15,118.45,40472.95,2668.48,176.0
2020-05-08,67.02,68.03,57.11,64.2,417.8,6.94,141.16,79.06,122.42,122.22,182.63,118.7,43727.29,2464.04,174.84
2020-05-09,66.515,69.53999999999999,56.57,63.965,410.49,6.92,141.76999999999998,78.78999999999999,125.35,121.275,183.86,118.535,45139.11,2833.2,177.73
2020-05-10,66.515,69.53999999999999,56.57,63.965,410.49,6.92,141.76999999999998,78.78999999999999,125.35,121.275,183.86,118.535,47216.87,3252.37,190.34
2020-05-11,66.01,71.05,56.03,63.73,403.18,6.9,142.38,78.52,128.28,120.33,185.09,118.37,48040.01,3237.56,189.05
2020-05-12,63.49,67.35,58.91,62.38,401.47,6.93,143.01,82.06,134.14,121.12,186.53,117.58,47209.79,3178.06,191.61
2020-05-13,67.29,67.94,58.03,62.86,420.76,6.88,140.44,83.03,130.29,119.01,187.17,116.21,47699.27,2868.57,190.61
2020-05-14,68.41,66.95,53.73,63.4,417.45,6.8,140.15,84.53,125.9,115.9,188.53,115.92,47685.39,2899.85,195.8
2020-05-15,68.24,67.76,53.91,62.82,414.84,6.84,143.67,81.91,126.33,117.54,183.62,115.76,48828.58,2757.44,190.59
2020-05-16,67.27,68.1,53.834999999999994,63.39,421.86,6.83,142.86,80.955,123.43,118.70500000000001,183.405,115.70500000000001,47479.43,2697.89,185.69
2020-05-17,67.27,68.1,53.834999999999994,63.39,421.86,6.83,142.86,80.955,123.43,118.70500000000001,183.405,115.70500000000001,45154.68,2534.72,190.12
2020-05-18,66.3,68.44,53.76,63.96,428.88,6.82,142.05,80.0,120.53,119.87,183.19,115.65,46205.69,2661.96,185.97
2020-05-19,66.69,66.95,55.34,63.6,422.15,6.95,143.97,81.63,120.59,127.15,185.87,115.48,45550.96,2584.07,181.18
2020-05-20,66.03,68.25,55.91,63.47,432.36,6.89,142.8,80.92,122.02,127.93,185.34,115.68,43996.82,2599.72,174.05
2020-05-21,69.21,70.68,57.47,63.07,433.91,6.89,142.58,83.51,126.84,131.37,182.82,115.71,43846.56,2780.72,179.63
2020-05-22,68.71,70.21,57.08,64.21,419.18,6.9,142.12,83.23,129.85,133.02,187.84,117.19,44137.63,2851.49,173.04
2020-05-23,69.72999999999999,71.03,56.345,64.60499999999999,417.09000000000003,6.880000000000001,141.515,83.49000000000001,129.865,133.78500000000003,186.14,117.475,43633.08,2705.72,179.24
2020-05-24,69.72999999999999,71.03,56.345,64.60499999999999,417.09000000000003,6.880000000000001,141.515,83.49000000000001,129.865,133.78500000000003,186.14,117.475,43635.17,2741.11,183.03
2020-05-25,70.75,71.85,55.61,65.0,415.0,6.86,140.91,83.75,129.88,134.55,184.44,117.76,44541.62,2755.1,177.65
2020-05-26,71.91,71.87,54.59,64.98,421.75,6.83,137.91,81.94,127.64,137.0,182.42,117.48,44307.59,2894.2,184.11
2020-05-27,74.05,72.26,55.72,65.56,412.91,6.79,137.98,81.26,129.79,131.64,183.56,116.87,44523.35,2833.43,183.2
2020-05-28,76.24,73.25,55.73,64.29,424.56,6.85,136.7,81.91,126.68,131.19,181.26,118.26,46215.23,2710.75,180.8
2020-05-29,77.85,71.3,54.77,64.78,418.08,6.88,137.5,78.93,125.55,131.08,182.56,117.15,44176.3,2529.33,182.37
2020-05-30,75.63,72.11,55.730000000000004,64.8,407.855,6.915,136.51999999999998,80.01,124.41,132.16500000000002,182.70499999999998,117.6,42912.89,2456.58,172.3
2020-05-31,75.63,72.11,55.730000000000004,64.8,407.855,6.915,136.51999999999998,80.01,124.41,132.16500000000002,182.70499999999998,117.6,43017.02,2243.89,171.85
2020-06-01,73.41,72.92,56.69,64.82,397.63,6.95,135.54,81.09,123.27,133.25,182.85,118.05,40558.94,2405.7,174.76
2020-06-02,69.66,72.77,56.17,64.93,417.4,7.01,136.6,81.42,118.53,130.73,180.59,116.42,39740.99,2424.84,178.47
2020-06-03,70.5,71.26,53.97,65.64,407.47,6.96,135.87,81.6,117.95,132.05,181.69,116.8,40008.67,2122.48,181.16
2020-06-04,71.89,69.58,52.57,66.44,388.9,6.94,136.81,80.36,119.37,138.53,181.86,117.69,42049.59,2266.07,180.33
2020-06-05,70.28,68.62,50.75,66.05,413.15,7.02,136.5,80.19,118.56,138.78,184.96,118.7,42106.81,2362.59,177.27
2020-06-06,70.575,68.935,49.985,66.255,415.72,7.0649999999999995,136.615,78.985,117.61500000000001,139.14499999999998,186.02,118.005,42698.29,2360.73,176.92
2020-06-07,70.575,68.935,49.985,66.255,415.72,7.0649999999999995,136.615,78.985,117.61500000000001,139.14499999999998,186.02,118.005,42679.7,2187.19,179.44
2020-06-08,70.87,69.25,49.22,66.46,418.29,7.11,136.73,77.78,116.67,139.51,187.08,117.31,42825.1,2152.34,179.25
2020-06-09,68.39,69.7,48.27,64.56,405.41,7.08,138.53,76.92,114.17,138.64,189.53,116.87,42861.06,2176.75,172.07
2020-06-10,67.53,68.2,47.96,65.25,406.22,7.12,139.1,78.69,113.68,137.5,186.09,117.48,42232.33,2164.8,164.53
2020-06-11,67.43,71.21,50.26,64.1,412.73,7.11,138.34,81.49,117.25,137.28,193.15,118.02,42171.58,2047.79,172.33
2020-06-12,67.5,71.1,49.67,63.71,407.66,7.24,140.22,83.99,121.98,134.96,193.69,120.25,41170.37,1979.07,168.44
2020-06-13,66.55,70.79499999999999,50.394999999999996,63.585,407.98,7.23,139.72,85.38499999999999,123.745,137.625,192.83499999999998,120.745,42956.16,1888.06,157.38
2020-06-14,66.55,70.79499999999999,50.394999999999996,63.585,407.98,7.23,139.72,85.38499999999999,123.745,137.625,192.83499999999998,120.745,43082.45,2005.91,160.11
2020-06-15,65.6,70.49,51.12,63.46,408.3,7.22,139.22,86.78,125.51,140.29,191.98,121.24,43974.39,1836.31,159.2
2020-06-16,69.06,71.39,48.97,62.59,401.73,7.25,140.95,85.21,126.56,142.91,188.0,121.31,45768.35,1857.73,163.19
2020-06-17,69.67,72.12,49.71,61.77,411.18,7.38,141.38,87.43,129.97,143.16,186.89,121.32,45843.65,2183.58,172.33
2020-06-18,70.6,72.42,49.63,61.88,414.25,7.36,140.59,85.67,133.37,143.12,188.06,121.91,47553.9,2002.7,167.07
2020-06-19,72.38,70.81,49.2,62.16,408.66,7.46,136.68,85.48,131.38,145.32,189.25,123.07,47961.76,1930.43,159.71
2020-06-20,72.905,72.28999999999999,51.120000000000005,62.11,415.055,7.51,138.14,85.21000000000001,132.13,144.28,186.825,123.22,45111.57,2078.91,163.13
2020-06-21,72.905,72.28999999999999,51.120000000000005,62.11,415.055,7.51,138.14,85.21000000000001,132.13,144.28,186.825,123.22,43401.64,2063.63,168.48
2020-06-22,73.43,73.77,53.04,62.06,421.45,7.56,139.6,84.94,132.88,143.24,184.4,123.37,42866.73,2106.47,175.74
2020-06-23,75.4,72.36,57.16,62.58,405.53,7.55,139.2,87.43,134.34,143.53,187.97,121.41,41616.32,2168.01,177.38
2020-06-24,71.38,76.79,59.86,61.56,409.36,7.49,138.39,87.81,126.86,141.76,191.14,122.04,42630.68,2175.34,169.81
2020-06-25,73.02,75.02,60.58,61.41,419.15,7.49,138.21,89.52,129.89,140.93,188.97,122.48,42059.71,2295.76,173.46
2020-06-26,72.3,73.17,60.27,61.13,418.66,7.44,137.86,89.53,131.22,135.56,191.41,121.6,42230.96,2433.38,174.43
2020-06-27,72.875,75.08500000000001,60.18000000000001,61.44,417.51,7.41,138.08,89.195,132.535,135.24,193.61,120.91,42590.63,2378.56,181.99
2020-06-28,72.875,75.08500000000001,60.18000000000001,61.44,417.51,7.41,138.08,89.195,132.535,135.24,193.61,120.91,42760.61,2201.09,174.19
2020-06-29,73.45,77.0,60.09,61.75,416.36,7.38,138.3,88.86,133.85,134.92,195.81,120.22,42285.19,2237.09,170.39
2020-06-30,75.35,74.69,58.51,61.74,406.55,7.46,137.58,87.93,135.63,134.62,195.36,119.27,40621.16,2801.18,165.45
2020-07-01,77.25,78.17,60.21,61.36,411.78,7.41,139.21,87.19,133.2,132.3,195.27,118.63,40505.36,3065.04,162.77
2020-07-02,79.77,74.12,57.69,63.09,415.88,7.56,138.98,88.71,138.16,128.76,191.4,118.07,38030.07,2926.73,163.46
2020-07-03,76.61,76.58,59.27,62.71,429.94,7.61,136.93,84.67,132.19,128.89,190.64,116.33,38410.34,3171.24,160.71
2020-07-04,78.28999999999999,76.41499999999999,60.405,62.36,419.025,7.575,136.4,84.795,135.245,129.315,191.27499999999998,117.09,39752.44,2943.2,161.83
2020-07-05,78.28999999999999,76.41499999999999,60.405,62.36,419.025,7.575,136.4,84.795,135.245,129.315,191.27499999999998,117.09,39320.19,3107.89,156.53
2020-07-06,79.97,76.25,61.54,62.01,408.11,7.54,135.87,84.92,138.3,129.74,191.91,117.85,38129.65,3151.02,155.01
